Rank,Word,Frequency,POS,source_file
4,ลูกจ้าง,employee,,SEAlang_business_people_2025-12-30_14-42
6,ผู้ว่าจ้าง,employer,,SEAlang_business_people_2025-12-30_14-42
5,ลูกน้อง,subordinate (noun),,SEAlang_business_people_2025-12-30_14-42
3,ผู้นำ,leader,,SEAlang_business_people_2025-12-30_14-42
7,ผู้ค้าปลีก,retailer,,SEAlang_business_people_2025-12-30_14-42
3,ตัวแทน,representative,,SEAlang_business_people_2025-12-30_14-42
9,ผู้ขายส่ง,wholesaler,,SEAlang_business_people_2025-12-30_14-42
4,เศรษฐี,millionaire,,SEAlang_business_people_2025-12-30_14-42
3,นำเข้า,to import,,SEAlang_business_verbs_2025-12-30_14-47
3,ส่งออก,to export,,SEAlang_business_verbs_2025-12-30_14-47
4,บริหารงาน,to administrate,,SEAlang_business_verbs_2025-12-30_14-47
4,ประสบความสำเร็จ,to be successful,,SEAlang_business_verbs_2025-12-30_14-47
1,โฆษณา,to advertise,,SEAlang_business_verbs_2025-12-30_14-47
3,บริโภค,to consume (edible things),,SEAlang_business_verbs_2025-12-30_14-47
5,อุปโภค,to consume (inedible things),,SEAlang_business_verbs_2025-12-30_14-47
3,ขนส่ง,to transport,,SEAlang_business_verbs_2025-12-30_14-47
3,ซื้อขาย,to trade,,SEAlang_business_verbs_2025-12-30_14-47
3,สั่งซื้อ,to order,,SEAlang_business_verbs_2025-12-30_14-47
2,รับผิดชอบ,to be responsible for,,SEAlang_business_verbs_2025-12-30_14-47
5,เจ๊ง,to go under (colloquial),,SEAlang_business_verbs_2025-12-30_14-47
3,ลงชื่อ,to sign,,SEAlang_business_verbs_2025-12-30_14-47
2,ลงทุน,to invest,,SEAlang_business_verbs_2025-12-30_14-47
3,ผ้า,cloth,,SEAlang_cloth_2025-12-30_14-47
6,ผ้าใบ,canvas,,SEAlang_cloth_2025-12-30_14-47
6,ผ้าฝ้าย,cotton,,SEAlang_cloth_2025-12-30_14-47
9,ผ้าแพร,rayon,,SEAlang_cloth_2025-12-30_14-47
5,ผ้าไหม,silk,,SEAlang_cloth_2025-12-30_14-47
9,ผ้ากำมะหยี่,velvet,,SEAlang_cloth_2025-12-30_14-47
7,ผ้าเช็ดตัว,towel,,SEAlang_cloth_2025-12-30_14-47
10,ผ้าเช็ดมือ,handtowel,,SEAlang_cloth_2025-12-30_14-47
10,ผ้าเช็ดปาก,cloth napkin,,SEAlang_cloth_2025-12-30_14-47
15,ผ้าชุบอาบ,washcloth,,SEAlang_cloth_2025-12-30_14-47
6,ผ้าเช็ดหน้า,handkerchief,,SEAlang_cloth_2025-12-30_14-47
7,ผ้าขี้ริ้ว,rag,,SEAlang_cloth_2025-12-30_14-47
9,ผ้าพันแผล,bandage,,SEAlang_cloth_2025-12-30_14-47
4,เป้,backpack,,SEAlang_clothes_accessories_2025-12-30_14-47
3,กระเป๋า,bag,,SEAlang_clothes_accessories_2025-12-30_14-47
6,กระเป๋าถือ,handbag,,SEAlang_clothes_accessories_2025-12-30_14-47
6,ผ้าเช็ดหน้า,handkerchief,,SEAlang_clothes_accessories_2025-12-30_14-47
5,เข็มขัด,belt,,SEAlang_clothes_accessories_2025-12-30_14-47
5,สร้อยคอ,necklace,,SEAlang_clothes_accessories_2025-12-30_14-47
4,แหวน,ring,,SEAlang_clothes_accessories_2025-12-30_14-47
6,สร้อยข้อมือ,bracelet,,SEAlang_clothes_accessories_2025-12-30_14-47
5,ต่างหู,earring,,SEAlang_clothes_accessories_2025-12-30_14-47
5,แว่นตา,glasses,,SEAlang_clothes_accessories_2025-12-30_14-47
6,ถุงมือ,gloves,,SEAlang_clothes_accessories_2025-12-30_14-47
6,นาฬิกาข้อมือ,wristwatch,,SEAlang_clothes_accessories_2025-12-30_14-47
7,แว่นกันแดด,sunglasses,,SEAlang_clothes_accessories_2025-12-30_14-47
4,หมวก,hat,,SEAlang_clothes_accessories_2025-12-30_14-47
6,ผ้าพันคอ,scarf,,SEAlang_clothes_accessories_2025-12-30_14-47
9,ผ้าคลุมไหล่,shawl,,SEAlang_clothes_accessories_2025-12-30_14-47
7,ผ้ากันเปื้อน,apron,,SEAlang_clothes_accessories_2025-12-30_14-47
6,ถุงเท้า,socks,,SEAlang_clothes_footwear_2025-12-30_14-47
4,รองเท้า,shoes,,SEAlang_clothes_footwear_2025-12-30_14-47
6,รองเท้าแตะ,sandals,,SEAlang_clothes_footwear_2025-12-30_14-47
7,รองเท้าผ้าใบ,sneaker,,SEAlang_clothes_footwear_2025-12-30_14-47
10,รองเท้าบูท,boots,,SEAlang_clothes_footwear_2025-12-30_14-47
7,รองเท้าหนัง,leather shoes,,SEAlang_clothes_footwear_2025-12-30_14-47
10,รองเท้ายาง,rubber-soled shoes,,SEAlang_clothes_footwear_2025-12-30_14-47
7,ส้นสูง,high-heels,,SEAlang_clothes_footwear_2025-12-30_14-47
3,เสื้อผ้า,clothes,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
4,กางเกง,pants,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
6,กางเกงยีน,jeans,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
6,กางเกงขาสั้น,shorts,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
5,กระโปรง,skirt,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
3,เสื้อ,shirt,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
5,เสื้อยืด,t-shirt,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
7,เสื้อกล้าม,muscle shirt,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
6,เสื้อเชิ้ต,button-up shirt,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
7,แขนสั้น,short-sleeved,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
7,เสื้อกั๊ก,vest,,SEAlang_clothes_pants_shirts_2025-12-30_14-47
6,กระดุม,button,,SEAlang_clothes_parts_2025-12-30_14-48
3,กระเป๋า,pocket,,SEAlang_clothes_parts_2025-12-30_14-48
6,ซิป,zipper,,SEAlang_clothes_parts_2025-12-30_14-48
8,แขนเสื้อ,sleeve,,SEAlang_clothes_parts_2025-12-30_14-48
3,ยี่ห้อ,brand,,SEAlang_clothes_parts_2025-12-30_14-48
1,ขนาด,size,,SEAlang_clothes_parts_2025-12-30_14-48
1,คับ,tight,,SEAlang_clothes_parts_2025-12-30_14-48
6,หลวม,baggy,,SEAlang_clothes_parts_2025-12-30_14-48
3,แต่งตัว,to dress,,SEAlang_clothes_verbs_2025-12-30_14-48
4,ผูก,to tie,,SEAlang_clothes_verbs_2025-12-30_14-48
2,ใส่,to wear,,SEAlang_clothes_verbs_2025-12-30_14-48
2,ใส่,to put on,,SEAlang_clothes_verbs_2025-12-30_14-48
3,ถอด,to take off,,SEAlang_clothes_verbs_2025-12-30_14-48
5,เย็บ,to sew,,SEAlang_clothes_verbs_2025-12-30_14-48
5,ถัก,to knit,,SEAlang_clothes_verbs_2025-12-30_14-48
4,ปัก,to embroider,,SEAlang_clothes_verbs_2025-12-30_14-48
3,ทอ,to weave,,SEAlang_clothes_verbs_2025-12-30_14-48
2,สี,color,,SEAlang_colors_basic_2025-12-30_14-49
4,สีสัน,color (elab.),,SEAlang_colors_basic_2025-12-30_14-49
5,มีสีสัน,colorful,,SEAlang_colors_basic_2025-12-30_14-49
4,สีดำ,black,,SEAlang_colors_basic_2025-12-30_14-49
4,สีน้ำตาล,brown,,SEAlang_colors_basic_2025-12-30_14-49
4,สีฟ้า,light blue,,SEAlang_colors_basic_2025-12-30_14-49
4,สีน้ำเงิน,dark blue,,SEAlang_colors_basic_2025-12-30_14-49
4,สีเทา,gray,,SEAlang_colors_basic_2025-12-30_14-49
3,สีเขียว,green,,SEAlang_colors_basic_2025-12-30_14-49
5,สีส้ม,orange,,SEAlang_colors_basic_2025-12-30_14-49
4,สีชมพู,pink,,SEAlang_colors_basic_2025-12-30_14-49
5,สีม่วง,purple,,SEAlang_colors_basic_2025-12-30_14-49
4,สีแดง,red,,SEAlang_colors_basic_2025-12-30_14-49
4,สีขาว,white,,SEAlang_colors_basic_2025-12-30_14-49
4,สีเหลือง,yellow,,SEAlang_colors_basic_2025-12-30_14-49
5,สีทอง,gold,,SEAlang_colors_basic_2025-12-30_14-49
5,สีเงิน,silver,,SEAlang_colors_basic_2025-12-30_14-49
6,สีคราม,indigo,,SEAlang_colors_complex_2025-12-30_14-49
8,สีแสด,red-orange,,SEAlang_colors_complex_2025-12-30_14-49
7,สีเขียวอ่อน,light green,,SEAlang_colors_complex_2025-12-30_14-49
7,สีกากี,khaki,,SEAlang_colors_complex_2025-12-30_14-49
7,สีแดงสด,bright red,,SEAlang_colors_complex_2025-12-30_14-49
7,สีแดงเข้ม,dark red,,SEAlang_colors_complex_2025-12-30_14-49
9,สีเลือดหมู,maroon,,SEAlang_colors_complex_2025-12-30_14-49
7,สีเหลืองอ่อน,light yellow,,SEAlang_colors_complex_2025-12-30_14-49
7,สีน้ำตาลแดง,red-brown,,SEAlang_colors_complex_2025-12-30_14-49
10,สีดำแดง,reddish-black,,SEAlang_colors_complex_2025-12-30_14-49
10,สีสวาด,bluish-gray,,SEAlang_colors_complex_2025-12-30_14-49
10,สีสนิม,rust,,SEAlang_colors_complex_2025-12-30_14-49
6,สีผิว,flesh,,SEAlang_colors_complex_2025-12-30_14-49
10,สีอำพัน,amber,,SEAlang_colors_complex_2025-12-30_14-49
10,สีอิฐ,brick red,,SEAlang_colors_complex_2025-12-30_14-49
10,สีดิน,earth,,SEAlang_colors_complex_2025-12-30_14-49
10,สีขาวอมเหลือง,off-white,,SEAlang_colors_complex_2025-12-30_14-49
10,สีฟาง,straw,,SEAlang_colors_complex_2025-12-30_14-49
7,สีจาง,faded color,,SEAlang_colors_modifiers_2025-12-30_14-49
7,สีสด,bright color,,SEAlang_colors_modifiers_2025-12-30_14-49
7,สีคล้ำ,dark-colored,,SEAlang_colors_modifiers_2025-12-30_14-49
8,สีหม่น,dull color,,SEAlang_colors_modifiers_2025-12-30_14-49
9,สีซีด,pale color,,SEAlang_colors_modifiers_2025-12-30_14-49
10,สีฉูดฉาด,vivid color,,SEAlang_colors_modifiers_2025-12-30_14-49
7,สีเดียว,monochrome,,SEAlang_colors_modifiers_2025-12-30_14-49
2,หนังสือพิมพ์,newspaper,,SEAlang_comm_news_2025-12-30_14-50
3,โทรทัศน์,television,,SEAlang_comm_news_2025-12-30_14-50
3,ทีวี,TV,TV,SEAlang_comm_news_2025-12-30_14-50
2,วิทยุ,radio,,SEAlang_comm_news_2025-12-30_14-50
2,ช่อง,channel,,SEAlang_comm_news_2025-12-30_14-50
3,สถานี,station,,SEAlang_comm_news_2025-12-30_14-50
3,นักข่าว,reporter,,SEAlang_comm_news_2025-12-30_14-50
6,นักหนังสือพิมพ์,journalist,,SEAlang_comm_news_2025-12-30_14-50
3,บรรณาธิการ,editor,,SEAlang_comm_news_2025-12-30_14-50
5,ช่างภาพ,photographer,,SEAlang_comm_news_2025-12-30_14-50
4,ผู้สื่อข่าว,correspondent,,SEAlang_comm_news_2025-12-30_14-50
9,ผู้อ่านข่าว,newsreader,,SEAlang_comm_news_2025-12-30_14-50
9,ผู้สัมภาษณ์,interviewer,,SEAlang_comm_news_2025-12-30_14-50
6,คอลัมนิสต์,columnist,,SEAlang_comm_news_2025-12-30_14-50
3,สัมภาษณ์,to interview,,SEAlang_comm_news_2025-12-30_14-50
2,รายงาน,to report,,SEAlang_comm_news_2025-12-30_14-50
1,ข่าว,news,,SEAlang_comm_newspaper_2025-12-30_14-50
7,พาดหัวข่าว,headline,,SEAlang_comm_newspaper_2025-12-30_14-50
7,ข่าวพาดหัว,headline news,,SEAlang_comm_newspaper_2025-12-30_14-50
1,โฆษณา,advertisement,,SEAlang_comm_newspaper_2025-12-30_14-50
5,หน้าหนึ่ง,front page,,SEAlang_comm_newspaper_2025-12-30_14-50
6,หน้าหลัง,back page,,SEAlang_comm_newspaper_2025-12-30_14-50
6,ยอดจำหน่าย,circulation,,SEAlang_comm_newspaper_2025-12-30_14-50
3,คอลัมน์,column,,SEAlang_comm_newspaper_2025-12-30_14-50
4,บทบรรณาธิการ,editorial,,SEAlang_comm_newspaper_2025-12-30_14-50
3,สำนักข่าว,press agency,,SEAlang_comm_newspaper_2025-12-30_14-50
9,กระดาษหนังสือพิมพ์,newsprint,,SEAlang_comm_newspaper_2025-12-30_14-50
4,พยากรณ์อากาศ,weather forecast,,SEAlang_comm_newspaper_2025-12-30_14-50
12,ข่าวมรณกรรม,obituary,,SEAlang_comm_newspaper_2025-12-30_14-50
2,เหนือ,north,,SEAlang_compass_directions_2025-12-30_14-51
2,ใต้,south,,SEAlang_compass_directions_2025-12-30_14-51
3,ตะวันออก,east,,SEAlang_compass_directions_2025-12-30_14-51
3,ตะวันตก,west,,SEAlang_compass_directions_2025-12-30_14-51
3,ตะวันออกเฉียงเหนือ,northeast,,SEAlang_compass_directions_2025-12-30_14-51
6,ตะวันตกเฉียงเหนือ,northwest,,SEAlang_compass_directions_2025-12-30_14-51
6,ตะวันออกเฉียงใต้,southeast,,SEAlang_compass_directions_2025-12-30_14-51
6,ตะวันตกเฉียงใต้,southwest,,SEAlang_compass_directions_2025-12-30_14-51
5,อุดร,north (elegant),,SEAlang_compass_directions_2025-12-30_14-51
3,ทักษิณ,south (elegant),,SEAlang_compass_directions_2025-12-30_14-51
4,บูรพา,east (elegant),,SEAlang_compass_directions_2025-12-30_14-51
6,ปัจฉิม,west (elegant),,SEAlang_compass_directions_2025-12-30_14-51
3,อีสาน,northeast (elegant),,SEAlang_compass_directions_2025-12-30_14-51
5,พายัพ,northwest (elegant),,SEAlang_compass_directions_2025-12-30_14-51
7,อาคเนย์,southeast (elegant),,SEAlang_compass_directions_2025-12-30_14-51
9,หรดี,southwest (elegant),,SEAlang_compass_directions_2025-12-30_14-51
2,คอมพิวเตอร์,computer,,SEAlang_computer_2025-12-30_14-51
1,คอม,computer (colloquial),,SEAlang_computer_2025-12-30_14-51
3,จอ,screen,,SEAlang_computer_2025-12-30_14-51
5,คีย์บอร์ด,keyboard,,SEAlang_computer_2025-12-30_14-51
6,แป้นพิมพ์,keyboard (formal),,SEAlang_computer_2025-12-30_14-51
5,เมาส์,mouse,,SEAlang_computer_2025-12-30_14-51
4,แรม,RAM,RAM,SEAlang_computer_2025-12-30_14-51
4,ซีดี,CD,CD,SEAlang_computer_2025-12-30_14-51
5,ดีวีดี,DVD,DVD,SEAlang_computer_2025-12-30_14-51
2,โปรแกรม,program,,SEAlang_computer_2025-12-30_14-51
4,ซอฟต์แวร์,software,,SEAlang_computer_2025-12-30_14-51
5,ฮาร์ดแวร์,hardware,,SEAlang_computer_2025-12-30_14-51
1,เปิด,to turn on,,SEAlang_computer_2025-12-30_14-51
2,ปิด,to turn off,,SEAlang_computer_2025-12-30_14-51
7,พิมพ์เขียว,blueprint,,SEAlang_construction_2025-12-30_15-18
6,แบบจำลอง,model,,SEAlang_construction_2025-12-30_15-18
3,ก่อสร้าง,to construct,,SEAlang_construction_2025-12-30_15-18
4,ก่อตั้ง,to establish,,SEAlang_construction_2025-12-30_15-18
5,เลียนแบบ,to imitate,,SEAlang_construction_2025-12-30_15-18
2,ออกแบบ,to design,,SEAlang_construction_2025-12-30_15-18
5,รื้อ,to raze,,SEAlang_construction_2025-12-30_15-18
5,ภาชนะ,container,,SEAlang_containers_2025-12-30_15-18
4,ลัง,crate,,SEAlang_containers_2025-12-30_15-18
4,ถัง,bucket,,SEAlang_containers_2025-12-30_15-18
3,กล่อง,box,,SEAlang_containers_2025-12-30_15-18
4,กระป๋อง,can,,SEAlang_containers_2025-12-30_15-18
6,หีบ,chest,,SEAlang_containers_2025-12-30_15-18
6,แจกัน,vase,,SEAlang_containers_2025-12-30_15-18
4,ตะกร้า,basket,,SEAlang_containers_2025-12-30_15-18
6,ปิ่นโต,bento box,,SEAlang_containers_2025-12-30_15-18
4,ขวด,bottle,,SEAlang_containers_2025-12-30_15-18
8,เหยือก,pitcher,,SEAlang_containers_2025-12-30_15-18
4,อ่าง,basin,,SEAlang_containers_2025-12-30_15-18
2,โอ่ง,large water jar,,SEAlang_containers_2025-12-30_15-18
9,กลัก,small box,,SEAlang_containers_2025-12-30_15-18
4,กระปุก,small pot (with a narrow opening),,SEAlang_containers_2025-12-30_15-18
5,ทนายความ,attorney,,SEAlang_court_2025-12-30_15-18
5,ทนายความ,lawyer,,SEAlang_court_2025-12-30_15-18
5,ผู้พิพากษา,judge,,SEAlang_court_2025-12-30_15-18
10,คณะลูกขุน,jury,,SEAlang_court_2025-12-30_15-18
5,ผู้พิพากษา,judge,,SEAlang_court_2025-12-30_15-18
3,ศาล,court,,SEAlang_court_2025-12-30_15-18
6,ศาลอาญา,criminal court,,SEAlang_court_2025-12-30_15-18
7,ศาลแพ่ง,civil court,,SEAlang_court_2025-12-30_15-18
7,ศาลอุทธรณ์,appeals court,,SEAlang_court_2025-12-30_15-18
6,ศาลฎีกา,supreme court,,SEAlang_court_2025-12-30_15-18
6,ศาลจังหวัด,provincial court,,SEAlang_court_2025-12-30_15-18
6,ศาลรัฐธรรมนูญ,constitutional court,,SEAlang_court_2025-12-30_15-18
5,ศาลปกครอง,administrative court,,SEAlang_court_2025-12-30_15-18
3,อาชญากรรม,crime,,SEAlang_crime_general_2025-12-30_15-18
5,อาชญากร,criminal (person),,SEAlang_crime_general_2025-12-30_15-18
6,ผู้ต้องสงสัย,suspect,,SEAlang_crime_general_2025-12-30_15-18
6,ผู้ต้องขัง,prisoner (formal),,SEAlang_crime_general_2025-12-30_15-18
6,นักโทษ,prisoner (informal),,SEAlang_crime_general_2025-12-30_15-18
6,เรือนจำ,prison,,SEAlang_crime_general_2025-12-30_15-18
4,คุก,jail,,SEAlang_crime_general_2025-12-30_15-18
3,อันตราย,dangerous,,SEAlang_crime_general_2025-12-30_15-18
6,ศาลอาญา,criminal court,,SEAlang_crime_general_2025-12-30_15-18
7,ทารุณกรรม,abuse,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
10,การลอบวางเพลิง,arson,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
9,การทำร้ายร่างกาย,assault,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
12,การสมรสซ้อน,bigamy,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
11,การกรรโชก,blackmail,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
10,การให้สินบน,bribery,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
9,การลักทรัพย์,burglary,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
13,การคบคิด,conspiracy,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
9,จารกรรม,espionage,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
7,การปลอม,forgery,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
11,กลฉ้อฉล,fraud,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
14,การล้างชาติ,genocide,,SEAlang_crime_nouns_a_g_2025-12-30_15-18
6,ฆาตกรรม,homicide,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
10,การลักพาตัว,kidnapping,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
14,การทำให้คนตาย,manslaughter,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
9,การจี้,mugging,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
9,การฆ่าคน,murder,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
13,การเบิกความเท็จ,perjury,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
9,การข่มขืน,rape,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
9,การจลาจล,riot,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
11,การชิงทรัพย์,robbery,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
7,การหมิ่นประมาท,slander,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
6,การลักลอบ,smuggling,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
9,การทรยศ,treason,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
6,การบุกรุก,trespassing,,SEAlang_crime_nouns_h_z_2025-12-30_15-19
6,ทารุณ,to abuse,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
6,ทำร้ายร่างกาย,to assault,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
7,กรรโชก,to blackmail,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
9,ให้สินบน,to bribe,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
6,ลักทรัพย์,to burgle,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
7,วางเพลิง,to commit arson,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
7,ฉ้อฉล,to commit fraud,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
6,ทรยศ,to commit treason,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
4,ปลอม,to forge,,SEAlang_crime_verbs_a_j_2025-12-30_15-19
6,ลักพาตัว,to kidnap,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
3,ฆ่า,to kill,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
4,จี้,to mug,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
6,ฆ่าคน,to murder,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,ข่มขืน,to rape,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
6,กบฏ,to rebel,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
7,จลาจล,to riot,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,ชิงทรัพย์,to rob,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,หมิ่นประมาท,to slander,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,ลักลอบ,to smuggle,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
4,ขโมย,to steal,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,บุกรุก,to trespass,,SEAlang_crime_verbs_k_z_2025-12-30_15-19
5,ชั้นเรียน,class,,SEAlang_education_classroom_2025-12-30_15-21
3,วิชา,subject,,SEAlang_education_classroom_2025-12-30_15-21
4,บทเรียน,lesson,,SEAlang_education_classroom_2025-12-30_15-21
2,คำถาม,question,,SEAlang_education_classroom_2025-12-30_15-21
2,คำตอบ,answer,,SEAlang_education_classroom_2025-12-30_15-21
4,การบ้าน,homework,,SEAlang_education_classroom_2025-12-30_15-21
4,ข้อสอบ,test,,SEAlang_education_classroom_2025-12-30_15-21
2,คะแนน,grade,,SEAlang_education_classroom_2025-12-30_15-21
4,ทบทวน,review,,SEAlang_education_classroom_2025-12-30_15-21
4,เทอม,(school) term,,SEAlang_education_classroom_2025-12-30_15-21
4,ปีการศึกษา,school year,,SEAlang_education_classroom_2025-12-30_15-21
4,อนุบาล,nursery (level),,SEAlang_education_classroom_2025-12-30_15-21
4,ประถม,elementary (level),,SEAlang_education_classroom_2025-12-30_15-21
4,มัธยม,high school (level),,SEAlang_education_classroom_2025-12-30_15-21
4,วิชาชีพ,vocational study,,SEAlang_education_classroom_2025-12-30_15-21
3,หลักสูตร,curriculum,,SEAlang_education_other_2025-12-30_15-21
1,การศึกษา,education,,SEAlang_education_other_2025-12-30_15-21
5,วิทยานิพนธ์,dissertation,,SEAlang_education_other_2025-12-30_15-21
9,ทุนเล่าเรียน,scholarship,,SEAlang_education_other_2025-12-30_15-21
2,ครู,teacher,,SEAlang_education_people_2025-12-30_15-21
2,อาจารย์,teacher (respectful),,SEAlang_education_people_2025-12-30_15-21
4,วิทยากร,lecturer,,SEAlang_education_people_2025-12-30_15-21
3,ผู้อำนวยการ,principal,,SEAlang_education_people_2025-12-30_15-21
4,ศาสตราจารย์,professor,,SEAlang_education_people_2025-12-30_15-21
3,นักเรียน,student,,SEAlang_education_people_2025-12-30_15-21
2,นักศึกษา,(university) student,,SEAlang_education_people_2025-12-30_15-21
4,นิสิต,(university) student,,SEAlang_education_people_2025-12-30_15-21
5,ลูกศิษย์,pupil,,SEAlang_education_people_2025-12-30_15-21
4,นักวิชาการ,academician,,SEAlang_education_people_2025-12-30_15-21
7,กระดานดำ,blackboard,,SEAlang_education_tools_2025-12-30_15-22
3,โต๊ะ,desk,,SEAlang_education_tools_2025-12-30_15-22
3,กระดาษ,paper,,SEAlang_education_tools_2025-12-30_15-22
5,ดินสอ,pencil,,SEAlang_education_tools_2025-12-30_15-22
4,ปากกา,pen,,SEAlang_education_tools_2025-12-30_15-22
7,ยางลบ,(rubber) eraser,,SEAlang_education_tools_2025-12-30_15-22
7,ไม้บรรทัด,ruler,,SEAlang_education_tools_2025-12-30_15-22
9,ชอล์ก,chalk,,SEAlang_education_tools_2025-12-30_15-22
5,เครื่องคิดเลข,calculator,,SEAlang_education_tools_2025-12-30_15-22
9,กระเป๋านักเรียน,school bag,,SEAlang_education_tools_2025-12-30_15-22
4,เป้,backpack,,SEAlang_education_tools_2025-12-30_15-22
1,เขียน,to write,,SEAlang_education_verbs_2025-12-30_15-22
1,ลบ,to erase,,SEAlang_education_verbs_2025-12-30_15-22
1,คิด,to think,,SEAlang_education_verbs_2025-12-30_15-22
1,รู้,to know,,SEAlang_education_verbs_2025-12-30_15-22
2,เรียน,to study,,SEAlang_education_verbs_2025-12-30_15-22
1,ศึกษา,to study (formal),,SEAlang_education_verbs_2025-12-30_15-22
4,อ่านหนังสือ,to study (for a test),,SEAlang_education_verbs_2025-12-30_15-22
2,เรียนรู้,to learn,,SEAlang_education_verbs_2025-12-30_15-22
1,ถาม,to ask,,SEAlang_education_verbs_2025-12-30_15-22
1,ตอบ,to answer,,SEAlang_education_verbs_2025-12-30_15-22
3,อธิบาย,to explain,,SEAlang_education_verbs_2025-12-30_15-22
2,สอน,to teach,,SEAlang_education_verbs_2025-12-30_15-22
2,สอบ,to test,,SEAlang_education_verbs_2025-12-30_15-22
9,ลอกข้อสอบ,to cheat on a test,,SEAlang_education_verbs_2025-12-30_15-22
5,เข้าเรียน,to attend,,SEAlang_education_verbs_2025-12-30_15-22
4,ฝึกงาน,to train,,SEAlang_education_verbs_2025-12-30_15-22
3,เสียใจ,sad,,SEAlang_emotion_negative_2025-12-30_15-24
3,เศร้า,sorrowful,,SEAlang_emotion_negative_2025-12-30_15-24
4,ผิดหวัง,disappointed,,SEAlang_emotion_negative_2025-12-30_15-24
3,เสียดาย,regretful,,SEAlang_emotion_negative_2025-12-30_15-24
3,กลัว,scared,,SEAlang_emotion_negative_2025-12-30_15-24
4,เกรง,afraid,,SEAlang_emotion_negative_2025-12-30_15-24
4,สับสน,confused,,SEAlang_emotion_negative_2025-12-30_15-24
3,เขิน,embarassed,,SEAlang_emotion_negative_2025-12-30_15-24
5,หงุดหงิด,grouchy,,SEAlang_emotion_negative_2025-12-30_15-24
4,ปลื้ม,delighted,,SEAlang_emotion_negative_2025-12-30_15-24
5,หึง,jealous,,SEAlang_emotion_negative_2025-12-30_15-24
4,หวง,possessive,,SEAlang_emotion_negative_2025-12-30_15-24
6,ละอาย,shame,,SEAlang_emotion_negative_2025-12-30_15-24
5,โศก,sad,,SEAlang_emotion_negative_2025-12-30_15-24
4,อึ้ง,speechless,,SEAlang_emotion_negative_2025-12-30_15-24
4,โกรธ,angry,,SEAlang_emotion_negative_2025-12-30_15-24
5,โมโห,furious,,SEAlang_emotion_negative_2025-12-30_15-24
4,รำคาญ,annoyed,,SEAlang_emotion_negative_2025-12-30_15-24
4,สงสาร,to feel sorry for,,SEAlang_emotion_negative_2025-12-30_15-24
6,สมเพช,to pity,,SEAlang_emotion_negative_2025-12-30_15-24
4,อิจฉา,to envy,,SEAlang_emotion_negative_2025-12-30_15-24
3,ความรู้สึก,feeling,,SEAlang_emotion_positive_2025-12-30_15-24
